data;
set C_bar :=  ;
set C :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 ;
set R := 0 1 2 3 4 ;
set C_r[0] :=  
1 2 3 4 ;
set C_r[1] :=  
5 6 7 8 9 10 11 ;
set C_r[2] :=  
12 13 14 15 16 17 18 19 ;
set C_r[3] :=  
20 21 22 23 24 25 26 27 28 29 30 31 ;
set C_r[4] :=  
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 ;
set S :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;
set S_u :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;
set Rack :=  0 1 2 3 4 5 6 7 ;
param COST : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
0 0 1 3 3 5 5 5 5 5 5 5 5 5 5 5 5 
1 1 0 3 3 5 5 5 5 5 5 5 5 5 5 5 5 
2 3 3 0 1 5 5 5 5 5 5 5 5 5 5 5 5 
3 3 3 1 0 5 5 5 5 5 5 5 5 5 5 5 5 
4 5 5 5 5 0 1 3 3 5 5 5 5 5 5 5 5 
5 5 5 5 5 1 0 3 3 5 5 5 5 5 5 5 5 
6 5 5 5 5 3 3 0 1 5 5 5 5 5 5 5 5 
7 5 5 5 5 3 3 1 0 5 5 5 5 5 5 5 5 
8 5 5 5 5 5 5 5 5 0 1 3 3 5 5 5 5 
9 5 5 5 5 5 5 5 5 1 0 3 3 5 5 5 5 
10 5 5 5 5 5 5 5 5 3 3 0 1 5 5 5 5 
11 5 5 5 5 5 5 5 5 3 3 1 0 5 5 5 5 
12 5 5 5 5 5 5 5 5 5 5 5 5 0 1 3 3 
13 5 5 5 5 5 5 5 5 5 5 5 5 1 0 3 3 
14 5 5 5 5 5 5 5 5 5 5 5 5 3 3 0 1 
15 5 5 5 5 5 5 5 5 5 5 5 5 3 3 1 0 
;
set S_rack[0] :=  
0 1 ;
set S_rack[1] :=  
2 3 ;
set S_rack[2] :=  
4 5 ;
set S_rack[3] :=  
6 7 ;
set S_rack[4] :=  
8 9 ;
set S_rack[5] :=  
10 11 ;
set S_rack[6] :=  
12 13 ;
set S_rack[7] :=  
14 15 ;
param CPU := 
0 28.0
1 28.0
2 56.0
3 56.0
4 44.0
5 44.0
6 56.0
7 56.0
8 28.0
9 28.0
10 44.0
11 44.0
12 28.0
13 28.0
14 56.0
15 56.0
;
param MEM := 
0 48.0
1 48.0
2 192.0
3 192.0
4 128.0
5 128.0
6 192.0
7 192.0
8 48.0
9 48.0
10 128.0
11 128.0
12 48.0
13 48.0
14 192.0
15 192.0
;
param DISK := 
0 96.0
1 96.0
2 384.0
3 384.0
4 256.0
5 256.0
6 384.0
7 384.0
8 96.0
9 96.0
10 256.0
11 256.0
12 96.0
13 96.0
14 384.0
15 384.0
;
param BDW_out := 
0 10.0
1 10.0
2 10.0
3 10.0
4 10.0
5 10.0
6 10.0
7 10.0
8 10.0
9 10.0
10 10.0
11 10.0
12 10.0
13 10.0
14 10.0
15 10.0
;
param BDW_in := 
0 10.0
1 10.0
2 10.0
3 10.0
4 10.0
5 10.0
6 10.0
7 10.0
8 10.0
9 10.0
10 10.0
11 10.0
12 10.0
13 10.0
14 10.0
15 10.0
;
param mem := 
1 32.0
2 32.0
3 1.0
4 1.0
5 1.0
6 1.0
7 1.0
8 1.0
9 1.0
10 16.0
11 8.0
12 32.0
13 32.0
14 32.0
15 32.0
16 32.0
17 32.0
18 4.0
19 32.0
20 1.0
21 1.0
22 1.0
23 1.0
24 1.0
25 1.0
26 1.0
27 1.0
28 1.0
29 1.0
30 16.0
31 32.0
32 8.0
33 8.0
34 8.0
35 8.0
36 8.0
37 8.0
38 8.0
39 8.0
40 8.0
41 8.0
42 8.0
43 8.0
44 8.0
45 8.0
46 32.0
47 32.0
;
param disk := 
1 43.2
2 43.2
3 4.0
4 4.0
5 4.0
6 4.0
7 4.0
8 4.0
9 4.0
10 36.0
11 24.0
12 50.0
13 50.0
14 50.0
15 50.0
16 50.0
17 50.0
18 16.0
19 43.2
20 4.0
21 4.0
22 4.0
23 4.0
24 4.0
25 4.0
26 4.0
27 4.0
28 4.0
29 4.0
30 36.0
31 50.0
32 24.0
33 24.0
34 24.0
35 24.0
36 24.0
37 24.0
38 24.0
39 24.0
40 24.0
41 24.0
42 24.0
43 24.0
44 24.0
45 24.0
46 43.2
47 50.0
;
param cpu : 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 := 
