data;
set C_bar :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 ;
set C :=  23 24 25 33 34 38 39 40 35 36 41 42 26 27 28 29 30 31 32 37 ;
set R := 0 1 2 3 4 5 ;
set C_bar_r[0] :=  
1 2 3 4 5 ;
set C_bar_r[1] :=  
6 7 8 ;
set C_bar_r[2] :=  
9 10 11 ;
set C_bar_r[3] :=  
12 13 14 15 ;
set C_bar_r[4] :=  
16 17 18 19 20 21 22 ;
set C_r[0] :=  
;
set C_r[1] :=  
33 34 38 39 40 ;
set C_r[2] :=  
35 36 41 42 ;
set C_r[3] :=  
;
set C_r[4] :=  
26 27 28 29 30 31 32 37 ;
set C_r[5] :=  
23 24 25 ;
set S :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;
set S_u :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;
set S_r[0] := 
6 7 ;
set S_r[1] := 
6 14 ;
set S_r[2] := 
14 15 ;
set S_r[3] := 
0 1 6 ;
set S_r[4] := 
4 12 13 ;
set Rack :=  0 1 2 3 4 5 6 7 ;
param COST : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
0 0 1 3 3 5 5 5 5 5 5 5 5 5 5 5 5 
1 1 0 3 3 5 5 5 5 5 5 5 5 5 5 5 5 
2 3 3 0 1 5 5 5 5 5 5 5 5 5 5 5 5 
3 3 3 1 0 5 5 5 5 5 5 5 5 5 5 5 5 
4 5 5 5 5 0 1 3 3 5 5 5 5 5 5 5 5 
5 5 5 5 5 1 0 3 3 5 5 5 5 5 5 5 5 
6 5 5 5 5 3 3 0 1 5 5 5 5 5 5 5 5 
7 5 5 5 5 3 3 1 0 5 5 5 5 5 5 5 5 
8 5 5 5 5 5 5 5 5 0 1 3 3 5 5 5 5 
9 5 5 5 5 5 5 5 5 1 0 3 3 5 5 5 5 
10 5 5 5 5 5 5 5 5 3 3 0 1 5 5 5 5 
11 5 5 5 5 5 5 5 5 3 3 1 0 5 5 5 5 
12 5 5 5 5 5 5 5 5 5 5 5 5 0 1 3 3 
13 5 5 5 5 5 5 5 5 5 5 5 5 1 0 3 3 
14 5 5 5 5 5 5 5 5 5 5 5 5 3 3 0 1 
15 5 5 5 5 5 5 5 5 5 5 5 5 3 3 1 0 
;
set S_rack[0] :=  
0 1 ;
set S_rack[1] :=  
2 3 ;
set S_rack[2] :=  
4 5 ;
set S_rack[3] :=  
6 7 ;
set S_rack[4] :=  
8 9 ;
set S_rack[5] :=  
10 11 ;
set S_rack[6] :=  
12 13 ;
set S_rack[7] :=  
14 15 ;
param CPU := 
0 12.0
1 12.0
2 28.0
3 28.0
4 26.0
5 28.0
6 29.227272868156433
7 37.18181824684143
8 56.0
9 56.0
10 28.0
11 28.0
12 44.0
13 52.0
14 35.0
15 48.0
;
param MEM := 
0 128.0
1 128.0
2 96.0
3 96.0
4 184.0
5 192.0
6 83.0
7 104.0
8 192.0
9 192.0
10 96.0
11 96.0
12 144.0
13 176.0
14 111.0
15 160.0
;
param DISK := 
0 128.0
1 128.0
2 96.0
3 96.0
4 168.0
5 192.0
6 40.8
7 56.0
8 192.0
9 192.0
10 96.0
11 96.0
12 72.0
13 144.0
14 58.80000000000001
15 142.0
;
param BDW_out := 
0 8.8210168
1 8.8210168
2 10.0
3 10.0
4 9.787994266666667
5 10.0
6 9.605790933333333
7 9.227054586666666
8 10.0
9 10.0
10 10.0
11 10.0
12 9.57459915111111
13 9.575988533333334
14 6.5712188000000005
15 9.99658945
;
param BDW_in := 
0 9.99299944
1 9.99299944
2 10.0
3 10.0
4 9.999270324444444
5 10.0
6 9.96489532
7 9.9945504
8 10.0
9 10.0
10 10.0
11 10.0
12 9.999300311111112
13 9.99854064888889
14 9.98596897
15 9.999857
;
param mem := 
1 8.0
2 8.0
3 8.0
4 32.0
5 8.0
6 32.0
7 32.0
8 2.0
33 2.0
34 32.0
38 32.0
39 32.0
40 2.0
9 16.0
10 1.0
11 32.0
35 32.0
36 1.0
41 32.0
42 32.0
12 64.0
13 64.0
14 2.0
15 1.0
16 8.0
17 8.0
18 8.0
19 8.0
20 8.0
21 16.0
22 16.0
26 16.0
27 16.0
28 8.0
29 16.0
30 16.0
31 8.0
32 8.0
37 8.0
23 8.0
24 32.0
25 32.0
;
param disk := 
1 24.0
2 24.0
3 24.0
4 43.2
5 24.0
6 43.2
7 50.0
8 8.0
33 8.0
34 50.0
38 50.0
39 50.0
40 8.0
9 36.0
10 4.0
11 50.0
35 50.0
36 4.0
41 50.0
42 50.0
12 64.0
13 64.0
14 8.0
15 4.0
16 24.0
17 24.0
18 24.0
19 24.0
20 24.0
21 36.0
22 36.0
26 36.0
27 36.0
28 24.0
29 36.0
30 36.0
31 24.0
32 24.0
37 24.0
23 24.0
24 43.2
25 50.0
;
param cpu : 
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 := 
1 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.272727272727273 2.272727272727273 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 
2 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.272727272727273 2.272727272727273 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 
3 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.272727272727273 2.272727272727273 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 
4 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
5 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.272727272727273 2.272727272727273 2.0 2.0 2.380952380952381 2.380952380952381 2.0 2.0 2.0 2.0 
6 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
7 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
8 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.1363636363636365 1.1363636363636365 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.0 1.0 
33 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.1363636363636365 1.1363636363636365 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.0 1.0 
34 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
38 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
39 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 9.090909090909092 9.090909090909092 8.0 8.0 9.523809523809524 9.523809523809524 8.0 8.0 8.0 8.0 
40 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.1363636363636365 1.1363636363636365 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.0 1.0 
9 4.0 4.0 4.761904761904762 4.761904761904762 4.0 4.0 4.545454545454546 4.545454545454546 4.0 4.0 4.761904761904762 4.761904761904762 4.0 4.0 4.0 4.0 
10 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.1363636363636365 1.1363636363636365 1.0 1.0 1.1904761904761905 1.1904761904761905 1.0 1.0 1.0 1.0 
