data;
set C_bar :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 ;
set C :=  57 58 59 60 67 63 75 76 64 65 66 68 69 70 71 72 73 74 61 62 ;
set R := 0 1 2 3 4 5 6 7 8 9 10 ;
set C_bar_r[0] :=  
1 2 3 4 5 6 7 8 ;
set C_bar_r[1] :=  
9 10 11 12 ;
set C_bar_r[2] :=  
13 14 15 16 17 18 19 20 21 22 ;
set C_bar_r[3] :=  
23 24 25 26 27 28 29 30 31 32 33 34 ;
set C_bar_r[4] :=  
35 36 37 38 39 40 ;
set C_bar_r[5] :=  
41 42 43 ;
set C_bar_r[6] :=  
44 45 46 ;
set C_bar_r[7] :=  
47 48 49 50 ;
set C_bar_r[8] :=  
51 52 53 ;
set C_bar_r[9] :=  
54 55 56 ;
set C_r[0] :=  
;
set C_r[1] :=  
;
set C_r[2] :=  
;
set C_r[3] :=  
63 ;
set C_r[4] :=  
75 76 ;
set C_r[5] :=  
64 65 66 ;
set C_r[6] :=  
68 69 70 71 72 ;
set C_r[7] :=  
;
set C_r[8] :=  
73 74 ;
set C_r[9] :=  
61 62 ;
set C_r[10] :=  
57 58 59 60 67 ;
set S :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_u :=  0 1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_r[0] := 
9 36 37 38 ;
set S_r[1] := 
48 ;
set S_r[2] := 
42 45 46 47 ;
set S_r[3] := 
0 1 2 21 22 ;
set S_r[4] := 
48 49 ;
set S_r[5] := 
12 13 ;
set S_r[6] := 
42 ;
set S_r[7] := 
33 ;
set S_r[8] := 
27 ;
set S_r[9] := 
18 ;
set Rack :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 ;
param COST : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 :=
0 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
1 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
2 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
3 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
4 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
6 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
7 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
8 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
9 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
10 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
