data;
set C_bar :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 ;
set C :=  72 73 74 75 76 77 78 83 84 85 86 87 88 89 90 91 79 80 81 82 ;
set R := 0 1 2 3 4 5 6 7 8 9 10 ;
set C_bar_r[0] :=  
1 2 3 4 ;
set C_bar_r[1] :=  
5 6 7 8 ;
set C_bar_r[2] :=  
9 10 11 ;
set C_bar_r[3] :=  
12 13 14 15 16 17 18 19 20 21 22 23 24 25 ;
set C_bar_r[4] :=  
26 27 28 29 30 31 32 33 34 35 36 37 38 39 ;
set C_bar_r[5] :=  
40 41 42 43 44 45 46 47 48 49 50 51 52 ;
set C_bar_r[6] :=  
53 54 55 56 ;
set C_bar_r[7] :=  
57 58 59 60 61 ;
set C_bar_r[8] :=  
62 63 64 ;
set C_bar_r[9] :=  
65 66 67 68 69 70 71 ;
set C_r[0] :=  
;
set C_r[1] :=  
;
set C_r[2] :=  
75 76 77 78 83 84 85 86 87 ;
set C_r[3] :=  
88 89 90 ;
set C_r[4] :=  
91 ;
set C_r[5] :=  
;
set C_r[6] :=  
79 80 81 82 ;
set C_r[7] :=  
;
set C_r[8] :=  
;
set C_r[9] :=  
;
set C_r[10] :=  
72 73 74 ;
set S :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_u :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_r[0] := 
27 ;
set S_r[1] := 
12 ;
set S_r[2] := 
18 ;
set S_r[3] := 
13 14 36 37 45 46 47 ;
set S_r[4] := 
19 20 36 37 38 42 ;
set S_r[5] := 
27 28 29 42 43 44 ;
set S_r[6] := 
33 ;
set S_r[7] := 
51 52 ;
set S_r[8] := 
30 ;
set S_r[9] := 
15 16 ;
set Rack :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 ;
param COST : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 :=
0 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
1 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
2 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
3 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
4 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
6 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
7 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
8 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
9 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
10 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
