data;
set C_bar :=  1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 ;
set C :=  53 54 55 56 57 72 58 59 60 61 62 63 64 65 66 67 68 69 70 71 ;
set R := 0 1 2 3 4 5 6 7 8 9 10 ;
set C_bar_r[0] :=  
1 2 3 4 ;
set C_bar_r[1] :=  
5 6 7 8 9 10 11 ;
set C_bar_r[2] :=  
12 13 14 15 16 ;
set C_bar_r[3] :=  
17 18 19 20 21 22 23 24 25 ;
set C_bar_r[4] :=  
26 27 28 29 30 31 32 ;
set C_bar_r[5] :=  
33 34 35 36 ;
set C_bar_r[6] :=  
37 38 39 ;
set C_bar_r[7] :=  
40 41 42 43 44 45 46 ;
set C_bar_r[8] :=  
47 48 49 ;
set C_bar_r[9] :=  
50 51 52 ;
set C_r[0] :=  
;
set C_r[1] :=  
58 59 60 61 62 63 64 65 66 67 68 69 ;
set C_r[2] :=  
;
set C_r[3] :=  
70 71 ;
set C_r[4] :=  
;
set C_r[5] :=  
;
set C_r[6] :=  
;
set C_r[7] :=  
;
set C_r[8] :=  
;
set C_r[9] :=  
;
set C_r[10] :=  
53 54 55 56 57 72 ;
set S :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_u :=  0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 ;
set S_r[0] := 
6 ;
set S_r[1] := 
36 37 ;
set S_r[2] := 
42 48 49 ;
set S_r[3] := 
6 7 8 39 40 41 ;
set S_r[4] := 
21 22 ;
set S_r[5] := 
3 ;
set S_r[6] := 
18 ;
set S_r[7] := 
18 19 20 ;
set S_r[8] := 
36 ;
set S_r[9] := 
9 ;
set Rack :=  0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 ;
param COST : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 :=
0 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
1 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
2 1 1 0 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
3 3 3 3 0 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
4 3 3 3 1 0 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
5 3 3 3 1 1 0 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
6 3 3 3 3 3 3 0 1 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
7 3 3 3 3 3 3 1 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
8 3 3 3 3 3 3 1 1 0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
9 5 5 5 5 5 5 5 5 5 0 1 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
10 5 5 5 5 5 5 5 5 5 1 0 1 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 
